id,title,by,score,type,time,hour,title_length
1396532,Why is Haskell used so little in the industry? ,Rickasaurus,13,story,1970-01-01 00:00:01.275436475,0,47
13965328,Free Machine Learning EBooks – March 2017,babelouc,1,story,1970-01-01 00:00:01.490591295,0,41
13965360,Workplace Compliance Blog,sentrient,1,story,1970-01-01 00:00:01.490592070,0,25
13965366,Top 20 MCQ Questions on CSS3 Element Selectors – InfoTechSite,shuseel,1,story,1970-01-01 00:00:01.490592235,0,61
13965375,Software Security Ecosystem with Human Intelligence,zahorecz,1,story,1970-01-01 00:00:01.490592304,0,51
13965385,North Korea: Who Would Dare to Piggyback on Kim Jong-Un?,FuturisticLover,1,story,1970-01-01 00:00:01.490592590,0,56
13965406,Getting Started with Deep Learning,babelouc,1,story,1970-01-01 00:00:01.490593041,0,34
13965422,Unlock your android phone within minutes,seesome11,1,story,1970-01-01 00:00:01.490593375,0,40
13965488,Top 8 iOS App Development Trends to Watch in 2016 and Beyond,crisstyris,1,story,1970-01-01 00:00:01.490594393,0,60
13965497,Google Play now has a free “App of the week” section,aaron_p,1,story,1970-01-01 00:00:01.490594466,0,52
13965498,How to Raise Up Your Mobile App Engagement,ConnectSteven,1,story,1970-01-01 00:00:01.490594466,0,42
13965508,This video change your life,wunger,1,story,1970-01-01 00:00:01.490594656,0,27
13965534,Multi-Agent Systems of Control,kruse-tim,1,story,1970-01-01 00:00:01.490595255,0,30
13965633,Join My Successful Business Today and Shop for Amaizing Products,Vincentia,1,story,1970-01-01 00:00:01.490597179,0,64
13965635,Fitbit Blaze vs. Fitbit Charge HR,magdykrm,2,story,1970-01-01 00:00:01.490597207,0,33
13965645,Why you should get Garmin vivoactive Fitness tracker?,magdykrm,2,story,1970-01-01 00:00:01.490597348,0,53
13965651,How does mobile app development help to your business?,marrycom121,1,story,1970-01-01 00:00:01.490597458,0,54
13965668,Research of Most Popular Programming Languages for 2017,yuliay,1,story,1970-01-01 00:00:01.490597743,0,55
13965688,Ergonomic keyboard with a matrix disposition,jlpom,2,story,1970-01-01 00:00:01.490598096,0,44
13965696,L0phtCrack 7 Crack Patch and License Keygen Free Download,zeshirockx,1,story,1970-01-01 00:00:01.490598290,0,57
13965700,10+Lời+khuyên+sắp+xếp+lại+tủ+quần+áo+và+tủ+bếp,bdsnhaviet2016,1,story,1970-01-01 00:00:01.490598339,0,46
13965717,Magento Online Booking and Reservation System,cedcommerce,1,story,1970-01-01 00:00:01.490598588,0,45
13965724,Why Martin Shkreli is a criminal who should go to prison,martinshkreli,1,story,1970-01-01 00:00:01.490598678,0,56
13965733,Logos.porn – sexy logos for your hot startup,06rigruber,1,story,1970-01-01 00:00:01.490598845,0,44
13965736,Easy Way to Type Text on Mobile Devices,Linktoblogs,1,story,1970-01-01 00:00:01.490598945,0,39
13965785,"Apple investigating accessory that turns iPhone, iPad into full laptop",msravi,1,story,1970-01-01 00:00:01.490599636,0,70
13965787,Draw with your phone and publish,qp2qp,9,story,1970-01-01 00:00:01.490599727,0,32
13965792,Amazon is building virtual and augmented reality stores,haptical,1,story,1970-01-01 00:00:01.490599850,0,55
13965849,Cost to do outsourcing app development?,jennytodavchych,1,story,1970-01-01 00:00:01.490600646,0,39
13965858,Protect WordPress with .Htaccess,jamilaliahmed,1,story,1970-01-01 00:00:01.490600818,0,32
13965863,A simple and effective way to write meeting minutes -MeetNotes,Meetnotes,1,story,1970-01-01 00:00:01.490600917,0,62
13965868,Convert meetings from annoying interruptions to an effective tool,Meetnotes,1,story,1970-01-01 00:00:01.490601011,0,65
13965874,PlayStation 4 – Rumor: Sony is working on a new slim model,allynushh,1,story,1970-01-01 00:00:01.490601203,0,58
13965877,"Skin whitening miracle pack|Live Results| get fair skin, glowing skin instantly",poojaluthra,1,story,1970-01-01 00:00:01.490601230,0,79
13965902,Asking for feedback is holding a mirror to your business,jaswa,1,story,1970-01-01 00:00:01.490601621,0,56
13965939,Directory traversal in a dishwasher,ipostonthisacc,1,story,1970-01-01 00:00:01.490602288,0,35
13965958,"DealWithHemorrhoids.com is for sale: $1,300 (18 bids)",crispytx,1,story,1970-01-01 00:00:01.490602551,0,53
13965995,About SEO Manager – Thomson Reuters Community,micha100,1,story,1970-01-01 00:00:01.490603254,0,45
13966026,Give your terminal's `cat` command some color,enrico50,1,story,1970-01-01 00:00:01.490603781,0,45
13966036,Take your learning to the next level,vasira,1,story,1970-01-01 00:00:01.490603905,0,36
13966040,How to Find BBW on BBW Dating Sites,joysmith,1,story,1970-01-01 00:00:01.490603977,0,35
13966044,Why 80% of Marketers Agree That Data Is More Critical Than Ever,Datafloq,1,story,1970-01-01 00:00:01.490604024,0,63
13966046,API versioning with django rest framework?,vladimirsid,1,story,1970-01-01 00:00:01.490604036,0,42
13966053,Japan Vulnerability Notes Added to the Vulners DB Yay,vulnersTeam,1,story,1970-01-01 00:00:01.490604167,0,53
13966063,Huntsman of Wild Deer,lisa_jeff,1,story,1970-01-01 00:00:01.490604367,0,21
13966069,Live your life with passion,UriKotlarsky,1,story,1970-01-01 00:00:01.490604501,0,27
13966078,How to make an app,jennytodavchych,1,story,1970-01-01 00:00:01.490604674,0,18
13966090,Modeling Battleship in C# – Introduction and Strategies,metin-konrad,1,story,1970-01-01 00:00:01.490604858,0,55
13966093,VSO ConvertXtoDVD 6 Crack and Serial Key Full Version Free,jennifer123,1,story,1970-01-01 00:00:01.490604907,0,58
13966095,Dream will find a way,Snehanuha,1,story,1970-01-01 00:00:01.490604937,0,21
13966097,Ehsan marketing plan at a glance,Snehanuha,1,story,1970-01-01 00:00:01.490604972,0,32
13966119,R Weekly Bulletin Vol – I,quantinsti1,1,story,1970-01-01 00:00:01.490605403,0,25
13966133,Potis licking,potislicking,1,story,1970-01-01 00:00:01.490605719,0,13
13966135,14 Conferences Every Startup Should Attend in 2017,startup-disrupt,1,story,1970-01-01 00:00:01.490605760,0,50
13966142,From $1000 to $30 for “.forex” domain names?,guillon,1,story,1970-01-01 00:00:01.490605867,0,44
13966149,Check this iPhone case with 16MP selfie camera,blrbalam,1,story,1970-01-01 00:00:01.490606034,0,46
13966153,Only for you,deep_12,1,story,1970-01-01 00:00:01.490606089,0,12
13966166,LG Life Science LTD. – Product Pipeline Review – 2016,davidred,1,story,1970-01-01 00:00:01.490606282,0,53
13966181,Getting Personal Online: How It’s Good for Your Business,Gamooga,1,story,1970-01-01 00:00:01.490606623,0,56
13966187,Uber halts self-driving cars after Arizona crash,a-smith,1,story,1970-01-01 00:00:01.490606761,0,48
13966206,TweakBit FixMyPC 2017 License Key and Crack Full Free Download,khashmi78,1,story,1970-01-01 00:00:01.490607015,0,62
13966229,Limit the total number of products in the cart – PrestaShop 1.6,NemoPS,1,story,1970-01-01 00:00:01.490607368,0,63
13966236,8 Must-Follow Secrets to Beat Any Interview as Freelancer,manish7,1,story,1970-01-01 00:00:01.490607594,0,57
13966293,"Latest Reinsurance in Canada, Key Trends and Opportunities to 2020",davidred,1,story,1970-01-01 00:00:01.490608378,0,66
13966294,Köprülü Kanyonda rafting,raftingo,1,story,1970-01-01 00:00:01.490608378,0,24
13966301,How to Create Compelling Call-To-Action,robertadler,4,story,1970-01-01 00:00:01.490608451,0,39
13966333,"Top 8 Chrome Extensions for Your Chromebook, Mac, Windows PC",fdalessio,2,story,1970-01-01 00:00:01.490608868,0,60
13966338,How much costs a #DDoS attack service? Which factors influence the final price?,paganinip,1,story,1970-01-01 00:00:01.490608902,0,79
13966374,Tips to Improve Your Communication Skills as a Software Developer,2Steps,1,story,1970-01-01 00:00:01.490609311,0,65
13966388,The Secret Guild of Silicon Valley,albert-helmuth,1,story,1970-01-01 00:00:01.490609542,0,34
13966391,How Can Ios Users Save Articles to Kindle Library from Safari?,techhelperz,1,story,1970-01-01 00:00:01.490609590,0,62
13966396,On meditation in Photography,Street_Bounty,1,story,1970-01-01 00:00:01.490609624,0,28
13966401,From FAT to FAST – breaking the world speed record,lavieenc,1,story,1970-01-01 00:00:01.490609668,0,50
13966443,Nature of the Person Name Start with 'I' Letter,ppcdose5,1,story,1970-01-01 00:00:01.490610233,0,47
13966489,Ransomware’s stranger-than-fiction origin story,lnolte,1,story,1970-01-01 00:00:01.490610979,0,47
13966499,Tapir: Embedding Fork-Join Parallelism into LLVM's Intermediate Representation [pdf],juliane-sander,1,story,1970-01-01 00:00:01.490611100,0,84
13966549,CrazyTalk Animator 3 Pro Serial Number and Crack Full Free,zubairismail,1,story,1970-01-01 00:00:01.490611752,0,58
13966555,Comparison of Maracuja Oil and Argan Oil,emmaclark07,1,story,1970-01-01 00:00:01.490611812,0,40
13966580,Hacker – Hacker News in the Command Line,chrishannah,1,story,1970-01-01 00:00:01.490612058,0,40
13966597,"Learning Data Analytics is not tough, Starting is Tough",rudi-rau,1,story,1970-01-01 00:00:01.490612176,0,55
13966602,Trailer ufficiale di Homeland Stagione 6,lemontube,1,story,1970-01-01 00:00:01.490612206,0,40
13966605,Salary for Entry Level Software Engineers in Different Countries,james_tano,1,story,1970-01-01 00:00:01.490612229,0,64
13966631,10 Top Technologies That Will Transform the Healthcare Industry,radhika2015,1,story,1970-01-01 00:00:01.490612483,0,63
13966655,Flat Fee Logo Design Service – Great for Apps and Startups,alecsx6,1,story,1970-01-01 00:00:01.490612780,0,58
13966656,Three Quick Ways to Put a WordPress Site Under Construction,wploop,1,story,1970-01-01 00:00:01.490612798,0,59
13966657,Recupere arquivos apagados acidentalmente do WhatsApp no smartphone,PauloRocha,1,story,1970-01-01 00:00:01.490612810,0,67
13966715,Completing All 12 Programming Courses on Sololearn – [After-Thoughts],cristivlad,1,story,1970-01-01 00:00:01.490613567,0,69
13966720,Meme Sangz – Dab in This Pussy (R&B) Can show new Dance moves,memesang404,1,story,1970-01-01 00:00:01.490613636,0,61
13966729,How to make a 3D design for 3D printing?,fydiz,1,story,1970-01-01 00:00:01.490613744,0,40
13966754,Most popular cell phones Fail Canadian safety standards – Investigation,mpelembe,1,story,1970-01-01 00:00:01.490614009,0,71
13966775,Comparing Ada and High Integrity C++,wunger,1,story,1970-01-01 00:00:01.490614339,0,36
13966777,Infinity Is a Bad Timeout,kiyanwang,1,story,1970-01-01 00:00:01.490614350,0,25
13966842,"R3hub – Easiest Way to Refill, Reuse or Recycle Your Cartridge",Farnk-Jafferson,1,story,1970-01-01 00:00:01.490615106,0,62
13966866,ملابس+اطفال+2017+صور+اجمل+ملابس+الاطفال+ازياء+للاطفال,alossra,1,story,1970-01-01 00:00:01.490615372,0,53
13966873,How to Choose Between AngularJS vs. Knockout.js vs. Vue.js vs. Backbone.js,AltexSoft,3,story,1970-01-01 00:00:01.490615470,0,74
13966893,How to Use SFTP to Securely Transfer Files with a Remote Server,ashishpatel0720,1,story,1970-01-01 00:00:01.490615669,0,63
13966912,Typography is ART,andrei_bunea,1,story,1970-01-01 00:00:01.490615896,0,17
13966924,[Screencast] Pagination with Kaminari,kobaltz,1,story,1970-01-01 00:00:01.490616001,0,37
13966969,Peakon secures $6.5M for its SaaS platform for employee engagement,EU-Startups2014,1,story,1970-01-01 00:00:01.490616393,0,66
13966983,Top 5 Xamarin Mobile App Development Companies,mikepacifier,1,story,1970-01-01 00:00:01.490616524,0,46
13967000,A Closer Look at Sorting Algorithms,schiller-silvio,1,story,1970-01-01 00:00:01.490616738,0,35
13967044,Using TensorFlow to Compose Music Like the One of Bach or the Beatles,Altoros,1,story,1970-01-01 00:00:01.490617094,0,69
13967070,Gitlab outage: how to uncover the true root-cause?,dvirp,1,story,1970-01-01 00:00:01.490617456,0,50
13967071,You Might Be Exchanging Bitcoin with Trading Bots and Not Even Know It,posternut,1,story,1970-01-01 00:00:01.490617457,0,70
